ORIGIN	DESTINATION	TIME_MIN	DISTANCE_METER
D_00054	D_00233	26.910	15300
D_00054	D_00071	17.599	7835
D_00054	D_00024	9.408	4257
D_00054	D_00220	20.792	8360
D_00054	D_00160	25.375	12183
D_00054	D_00068	20.000	9040
D_00054	D_00144	23.558	9456
D_00054	D_00035	6.146	2742
D_00054	D_00040	7.704	2971
D_00054	D_00011	7.569	2790
D_00054	D_00211	24.559	9194
D_00054	D_00222	22.768	11563
D_00054	D_00218	23.262	11696
D_00054	D_00247	27.098	14109
D_00054	D_00127	14.675	5637
D_00054	D_00033	7.208	3391
D_00054	D_00048	6.346	2932
D_00054	D_00175	20.291	14787
D_00054	D_00158	24.766	9764
D_00054	D_00066	21.335	9684
D_00054	D_00055	8.199	2867
D_00054	Depot	14.123	5961
D_00054	D_00223	24.064	9487
D_00054	D_00168	20.611	10419
D_00054	D_00049	13.226	5556
D_00245	D_00139	37.123	30593
D_00245	D_00117	19.012	14892
D_00245	D_00088	30.422	16405
D_00245	D_00214	17.738	11001
D_00245	D_00267	26.491	16139
D_00245	D_00269	30.604	22300
D_00245	D_00156	31.054	25900
D_00245	D_00264	28.526	26348
D_00245	D_00239	19.305	10533
D_00245	D_00235	25.033	13992
D_00245	D_00074	25.554	15725
D_00245	D_00226	22.598	14151
D_00245	D_00251	20.909	11401
D_00245	D_00059	26.430	15115
D_00245	D_00151	32.423	27029
D_00245	D_00012	27.442	14562
D_00245	D_00286	24.451	13825
D_00245	D_00266	27.683	26089
D_00245	D_00044	27.954	14760
D_00245	D_00019	27.166	14820
D_00245	D_00121	21.262	15368
D_00245	D_00094	32.766	20226
D_00245	D_00014	29.442	19287
D_00245	D_00112	20.811	15246
D_00245	D_00200	16.008	9914
D_00245	D_00268	30.208	22216
D_00245	D_00010	29.822	20335
D_00245	D_00128	25.167	16319
D_00245	D_00120	24.225	17128
D_00245	D_00099	18.669	13988
D_00245	D_00083	25.309	14540
D_00245	D_00013	27.970	15222
D_00245	D_00280	27.814	26248
D_00245	D_00201	18.998	11586
D_00245	D_00260	24.381	14994
D_00245	D_00180	41.465	45993
D_00245	D_00062	30.506	17371
D_00245	D_00032	33.699	24318
D_00245	D_00283	24.047	13623
D_00245	D_00143	38.912	32115
D_00245	D_00163	38.796	32513
D_00245	D_00271	30.831	22448
D_00245	D_00293	23.474	13173
D_00245	D_00183	42.475	46601
D_00245	D_00275	31.232	21050
D_00245	D_00082	29.002	18461
D_00245	D_00162	36.253	29652
D_00245	D_00259	26.249	25777
D_00245	D_00130	19.941	14727
D_00245	D_00031	34.799	18234
D_00245	D_00159	36.489	30298
D_00245	D_00106	25.947	19200
D_00245	D_00166	39.149	30701
D_00245	D_00135	26.580	17462
D_00245	D_00054	27.936	19888
D_00245	D_00015	29.529	16011
D_00245	D_00069	30.376	18832
D_00245	D_00238	15.536	8867
D_00245	D_00248	22.033	14122
D_00245	D_00187	39.975	30163
D_00245	D_00150	39.837	31316
D_00245	D_00009	27.356	19054
D_00245	D_00253	27.154	17384
D_00245	D_00018	26.580	18363
D_00245	D_00189	40.332	45651
D_00245	D_00217	20.287	11961
D_00245	D_00095	28.522	15692
D_00245	D_00103	18.140	13584
D_00245	D_00047	31.983	23633
D_00245	D_00242	11.363	6297
D_00245	D_00169	38.462	30777
D_00245	D_00291	20.678	12236
D_00245	D_00255	28.019	16753
D_00245	D_00142	35.762	31052
D_00245	D_00161	38.942	32708
D_00245	D_00262	28.821	27040
D_00245	D_00202	16.674	10348
D_00245	D_00292	23.728	13110
D_00245	D_00215	19.244	11604
D_00245	D_00061	23.879	15010
D_00245	D_00279	31.830	19011
D_00245	D_00165	31.711	28259
D_00245	D_00299	21.612	12582
D_00245	D_00208	18.092	10718
D_00245	D_00241	12.197	5345
D_00245	D_00097	25.516	15837
D_00245	D_00072	25.159	14557
D_00245	D_00084	29.468	18184
D_00245	D_00114	19.721	14607
D_00245	D_00193	41.816	46088
D_00245	D_00149	36.352	30319
D_00245	D_00045	33.844	21583
D_00245	D_00261	27.948	17298
D_00245	D_00125	22.460	15703
D_00245	D_00147	34.429	29001
D_00245	D_00065	32.157	18282
D_00245	D_00205	21.466	12241
D_00245	D_00234	1.690	442
D_00245	D_00077	29.265	18281
D_00245	D_00188	43.003	46645
D_00245	D_00296	23.114	12979
D_00245	D_00174	40.957	45435
D_00245	D_00028	25.775	18317
D_00245	D_00294	20.886	12199
D_00245	D_00152	33.389	28787
D_00245	D_00107	25.981	17194
D_00245	D_00100	25.325	17477
D_00245	D_00113	23.790	16285
D_00245	D_00078	25.477	14625
D_00245	D_00206	20.446	12071
D_00245	D_00256	26.357	16236
D_00245	D_00067	32.607	20172
D_00245	D_00176	38.787	23511
D_00245	D_00232	11.792	4942
D_00245	D_00075	33.886	19004
D_00245	D_00129	16.563	13282
D_00245	D_00039	31.773	23735
D_00245	D_00138	30.993	29090
D_00245	D_00004	32.637	23914
D_00245	D_00020	34.415	24639
D_00245	D_00240	9.909	5484
D_00245	D_00171	38.675	24123
D_00245	D_00131	21.857	14969
D_00245	D_00050	33.372	21551
D_00245	D_00002	27.313	18964
D_00245	D_00090	31.496	17787
D_00245	D_00153	35.631	29510
D_00245	D_00007	34.057	24337
D_00245	D_00148	40.861	31612
D_00245	D_00155	39.937	34530
D_00245	D_00038	34.230	24667
D_00245	D_00111	21.156	14804
D_00245	D_00105	25.831	16616
D_00245	D_00016	28.417	19718
D_00245	D_00276	29.884	18503
D_00245	D_00046	33.718	21265
D_00245	D_00058	34.302	24679
D_00245	D_00196	38.755	44734
D_00245	D_00177	37.122	23547
D_00245	D_00001	31.149	23307
D_00245	D_00063	28.800	15978
D_00245	D_00157	39.352	30982
D_00245	D_00246	7.376	3049
D_00245	D_00116	26.136	17230
D_00245	D_00172	40.618	30234
D_00245	D_00118	19.073	14674
D_00245	D_00290	24.972	14130
D_00245	D_00053	32.859	21245
D_00245	D_00295	27.137	14641
D_00245	D_00022	34.530	22159
D_00245	D_00212	19.172	11535
D_00245	D_00249	19.137	10826
D_00245	D_00281	26.411	16310
D_00245	D_00227	2.592	831
D_00245	D_00210	17.342	10904
D_00245	D_00244	13.725	8000
D_00245	D_00282	21.726	12736
D_00245	D_00141	34.773	29202
D_00245	D_00179	41.493	45890
D_00245	D_00136	38.940	32119
D_00245	D_00237	10.015	4211
D_00245	D_00091	30.601	17376
D_00245	D_00194	40.955	45939
D_00245	D_00092	23.803	14972
D_00245	D_00137	35.735	30808
D_00245	D_00199	19.391	15042
D_00245	D_00021	27.037	18912
D_00245	D_00076	29.238	18202
D_00245	D_00231	18.597	10477
D_00245	D_00119	21.721	15971
D_00245	D_00284	27.854	16161
D_00245	D_00278	24.556	24612
D_00245	D_00079	23.887	13867
D_00245	D_00027	30.656	23140
D_00245	D_00104	20.367	14873
D_00245	D_00170	38.384	29139
D_00245	D_00230	20.481	11233
D_00245	D_00123	23.015	15750
D_00245	D_00225	18.098	11135
D_00245	D_00221	21.764	12509
D_00245	D_00216	16.558	10311
D_00245	D_00178	36.952	28273
D_00245	D_00167	36.267	30261
D_00245	D_00051	31.889	20764
D_00245	D_00133	22.799	16048
D_00245	D_00030	34.262	21560
D_00245	D_00042	29.446	20039
D_00245	D_00060	32.397	18402
D_00245	D_00236	26.877	15279
D_00245	D_00110	22.774	15400
D_00245	D_00041	33.435	24274
D_00245	D_00064	24.646	15473
D_00245	D_00186	40.452	29992
D_00245	D_00265	30.402	18990
D_00245	D_00182	37.349	23335
D_00245	D_00263	25.616	16118
D_00245	D_00190	37.924	24207
D_00245	D_00191	37.450	23428
D_00245	D_00085	26.062	16291
D_00245	D_00052	32.769	21230
D_00245	D_00081	29.648	16937
D_00245	D_00195	39.745	45229
D_00245	D_00184	34.651	26753
D_00245	D_00297	26.640	14853
D_00245	D_00006	33.508	21230
D_00245	D_00101	27.368	17517
D_00245	D_00005	24.655	18101
D_00245	D_00057	34.789	21858
D_00245	D_00093	28.017	15694
D_00245	D_00145	37.398	30270
D_00245	D_00198	19.164	11410
D_00245	D_00288	27.793	15085
D_00245	D_00192	40.984	45880
D_00245	D_00017	25.291	18441
D_00245	D_00036	34.101	24193
D_00245	D_00204	16.376	10337
D_00245	D_00043	28.566	18921
D_00245	D_00252	21.658	13940
D_00245	D_00122	25.590	16326
D_00245	D_00102	21.597	15377
D_00245	D_00181	36.895	22960
D_00245	D_00197	36.287	27452
D_00245	D_00126	19.153	14420
D_00245	D_00023	24.505	18012
D_00245	D_00146	38.041	32189
D_00245	D_00008	31.067	20569
D_00245	D_00164	41.399	33140
D_00245	D_00285	22.708	12892
D_00245	D_00134	22.315	15908
D_00245	D_00080	23.754	14826
D_00245	D_00207	21.605	12448
D_00245	D_00219	16.398	10277
D_00245	D_00173	37.522	23943
D_00245	D_00109	22.758	15884
D_00245	D_00257	31.323	27400
D_00245	D_00132	16.905	13248
D_00245	D_00003	32.243	23559
D_00245	D_00185	37.000	28395
D_00245	D_00087	25.123	15755
D_00245	D_00140	39.873	32736
D_00245	D_00250	24.787	13951
D_00245	D_00203	18.160	11252
D_00245	D_00243	17.547	9880
D_00245	D_00034	30.372	21035
D_00245	D_00287	28.518	14483
D_00245	D_00098	25.865	17078
D_00245	D_00070	24.889	14385
D_00245	D_00274	30.576	20863
D_00245	D_00213	17.738	11001
D_00245	D_00254	27.170	17135
D_00245	D_00258	26.266	25561
D_00245	D_00298	25.109	14040
D_00245	D_00277	31.116	19191
D_00245	D_00025	23.765	17576
D_00245	D_00096	30.284	17287
D_00245	D_00073	24.585	13837
D_00245	D_00037	33.863	24306
D_00245	D_00124	21.043	14602
D_00245	D_00086	23.973	13595
D_00245	D_00273	27.436	26091
D_00245	D_00209	19.524	11447
D_00245	D_00289	25.750	14183
D_00245	D_00300	24.191	13668
D_00245	D_00224	14.469	9513
D_00245	D_00108	18.685	14695
D_00245	D_00228	12.168	5609
D_00245	D_00270	26.408	15773
D_00245	D_00115	24.729	18366
D_00245	D_00154	36.531	30049
D_00245	D_00089	26.586	16926
D_00245	D_00026	32.199	21135
D_00245	D_00272	25.049	15890
D_00245	D_00056	25.501	18408
D_00245	D_00029	31.673	23513
D_00245	D_00229	18.317	10327
D_00245	D_00233	23.660	14922
D_00245	D_00071	31.645	18005
D_00245	D_00024	32.827	24009
D_00245	D_00220	17.849	11009
D_00245	D_00160	40.369	31518
D_00245	D_00068	31.078	17606
D_00245	D_00144	36.434	28181
D_00245	D_00035	31.629	23417
D_00245	D_00040	33.063	23584
D_00245	D_00011	26.570	18690
D_00245	D_00211	18.092	10718
D_00245	D_00222	16.520	10296
D_00245	D_00218	16.010	10149
D_00245	D_00247	20.549	11124
D_00245	D_00127	21.885	15463
D_00245	D_00033	31.745	23474
D_00245	D_00048	31.022	23238
D_00245	D_00175	41.019	45618
D_00245	D_00158	35.683	27381
D_00245	D_00066	29.002	18461
D_00245	D_00055	31.419	20536
D_00245	Depot	27.499	15008
D_00245	D_00223	16.910	10766
D_00245	D_00168	37.359	23192
D_00245	D_00049	27.905	15120
D_00248	D_00139	34.062	23419
D_00248	D_00117	16.276	12968
D_00248	D_00088	12.587	6561
D_00248	D_00214	10.136	6133
D_00248	D_00267	6.299	2798
D_00248	D_00269	10.290	8110
D_00248	D_00156	28.318	23976
D_00248	D_00264	11.927	8773
D_00248	D_00239	8.231	3136
D_00248	D_00235	9.385	5334
D_00248	D_00074	6.835	3220
D_00248	D_00226	1.690	593
D_00248	D_00251	6.233	2345
D_00248	D_00059	9.099	4626
D_00248	D_00151	29.687	25105
D_00248	D_00012	19.087	8151
D_00248	D_00286	11.803	5137
D_00248	D_00266	12.727	9322
D_00248	D_00044	18.216	8599
D_00248	D_00019	18.096	8602
D_00248	D_00121	18.526	13444
D_00248	D_00094	14.047	7721
D_00248	D_00014	23.532	10908
D_00248	D_00112	18.075	13322
D_00248	D_00200	9.834	5378
D_00248	D_00268	9.895	8026
D_00248	D_00010	25.560	16016
D_00248	D_00128	19.464	14115
D_00248	D_00120	19.997	15425
D_00248	D_00099	15.932	12064
D_00248	D_00083	10.921	5330
D_00248	D_00013	18.900	9004
D_00248	D_00280	13.716	9798
D_00248	D_00201	15.596	7813
D_00248	D_00260	4.500	1941
D_00248	D_00180	22.803	19531
D_00248	D_00062	14.706	7645
D_00248	D_00032	26.039	19475
D_00248	D_00283	12.231	5460
D_00248	D_00143	36.175	30191
D_00248	D_00163	34.497	30675
D_00248	D_00271	10.517	8258
D_00248	D_00293	15.872	8305
D_00248	D_00183	23.812	20139
D_00248	D_00275	10.919	6860
D_00248	D_00082	10.283	5956
D_00248	D_00162	32.618	22551
D_00248	D_00259	16.000	11173
D_00248	D_00130	17.205	12803
D_00248	D_00031	21.869	10494
D_00248	D_00159	31.393	21908
D_00248	D_00106	18.870	13910
D_00248	D_00166	36.413	28777
D_00248	D_00135	19.945	13980
D_00248	D_00054	22.843	15066
D_00248	D_00015	18.348	9271
D_00248	D_00069	11.657	6327
D_00248	D_00238	8.790	4474
D_00248	D_00187	21.956	18967
D_00248	D_00150	36.614	31561
D_00248	D_00009	22.086	10573
D_00248	D_00253	5.850	3389
D_00248	D_00018	19.912	14130
D_00248	D_00189	21.669	19189
D_00248	D_00217	12.685	7093
D_00248	D_00095	10.137	4867
D_00248	D_00103	15.404	11660
D_00248	D_00047	24.323	18790
D_00248	D_00242	18.990	9122
D_00248	D_00169	18.149	16587
D_00248	D_00291	9.395	3691
D_00248	D_00255	7.817	3407
D_00248	D_00142	33.025	29128
D_00248	D_00161	35.171	30769
D_00248	D_00262	16.893	11784
D_00248	D_00202	14.584	7301
D_00248	D_00292	12.139	5222
D_00248	D_00215	11.642	6736
D_00248	D_00061	5.160	2505
D_00248	D_00279	12.250	7295
D_00248	D_00165	28.975	26335
D_00248	D_00299	14.010	7714
D_00248	D_00208	12.067	6699
D_00248	D_00241	21.234	10224
D_00248	D_00097	6.797	3332
D_00248	D_00072	10.771	5347
D_00248	D_00084	10.750	5679
D_00248	D_00114	16.985	12683
D_00248	D_00193	23.153	19626
D_00248	D_00149	30.867	21825
D_00248	D_00045	25.043	12062
D_00248	D_00261	9.230	4793
D_00248	D_00125	19.724	13779
D_00248	D_00147	31.692	27077
D_00248	D_00065	14.030	7524
D_00248	D_00205	13.864	7373
D_00248	D_00234	21.869	13949
D_00248	D_00077	10.546	5776
D_00248	D_00188	24.340	20183
D_00248	D_00296	15.512	8111
D_00248	D_00174	22.294	18973
D_00248	D_00028	19.990	13925
D_00248	D_00294	9.650	4773
D_00248	D_00152	30.652	26863
D_00248	D_00107	18.012	13689
D_00248	D_00100	20.855	15615
D_00248	D_00113	21.054	14361
D_00248	D_00078	10.274	4956
D_00248	D_00206	12.844	7203
D_00248	D_00256	5.944	2744
D_00248	D_00067	13.888	7667
D_00248	D_00176	20.069	11006
D_00248	D_00232	20.188	9686
D_00248	D_00075	17.121	8927
D_00248	D_00129	13.827	11358
D_00248	D_00039	24.113	18892
D_00248	D_00138	28.257	27166
D_00248	D_00004	24.977	19071
D_00248	D_00020	26.754	19796
D_00248	D_00240	20.274	9754
D_00248	D_00171	19.956	11618
D_00248	D_00131	19.121	13045
D_00248	D_00050	23.522	11182
D_00248	D_00002	24.456	15731
D_00248	D_00090	16.026	8246
D_00248	D_00153	32.895	27586
D_00248	D_00007	26.397	19494
D_00248	D_00148	37.638	31857
D_00248	D_00155	34.630	31522
D_00248	D_00038	26.570	19824
D_00248	D_00111	18.420	12880
D_00248	D_00105	20.237	13909
D_00248	D_00016	25.024	12287
D_00248	D_00276	11.064	4978
D_00248	D_00046	23.190	11118
D_00248	D_00058	26.642	19836
D_00248	D_00196	20.092	18272
D_00248	D_00177	18.404	11042
D_00248	D_00001	23.489	18464
D_00248	D_00063	11.289	5341
D_00248	D_00157	36.616	29058
D_00248	D_00246	19.252	10841
D_00248	D_00116	19.972	14232
D_00248	D_00172	25.826	20609
D_00248	D_00118	16.337	12750
D_00248	D_00290	14.726	6626
D_00248	D_00053	23.450	11150
D_00248	D_00295	14.653	5984
D_00248	D_00022	22.983	11086
D_00248	D_00212	16.467	8078
D_00248	D_00249	6.640	2474
D_00248	D_00281	7.369	3209
D_00248	D_00227	20.381	13351
D_00248	D_00210	13.940	7131
D_00248	D_00244	12.744	6240
D_00248	D_00282	10.207	4193
D_00248	D_00141	32.037	27278
D_00248	D_00179	22.830	19428
D_00248	D_00136	36.204	30195
D_00248	D_00237	21.837	10805
D_00248	D_00091	12.742	7105
D_00248	D_00194	22.292	19477
D_00248	D_00092	5.084	2467
D_00248	D_00137	32.999	28884
D_00248	D_00199	16.654	13118
D_00248	D_00021	22.919	9828
D_00248	D_00076	10.520	5697
D_00248	D_00231	7.503	3054
D_00248	D_00119	18.985	14047
D_00248	D_00284	13.467	6951
D_00248	D_00278	15.767	10959
D_00248	D_00079	5.848	2789
D_00248	D_00027	22.996	18297
D_00248	D_00104	17.631	12949
D_00248	D_00170	18.071	14949
D_00248	D_00230	6.421	2471
D_00248	D_00123	20.279	13826
D_00248	D_00225	10.496	6267
D_00248	D_00221	10.529	5083
D_00248	D_00216	10.895	6076
D_00248	D_00178	16.639	14083
D_00248	D_00167	31.171	21871
D_00248	D_00051	25.032	12569
D_00248	D_00133	20.062	14124
D_00248	D_00030	26.636	12631
D_00248	D_00042	26.565	16609
D_00248	D_00060	15.606	8312
D_00248	D_00236	6.497	3997
D_00248	D_00110	20.037	13476
D_00248	D_00041	25.775	19431
D_00248	D_00064	5.928	2968
D_00248	D_00186	25.178	20050
D_00248	D_00265	10.378	6891
D_00248	D_00245	21.491	13688
D_00248	D_00182	18.631	10830
D_00248	D_00263	5.204	2626
D_00248	D_00190	19.206	11702
D_00248	D_00191	18.732	10923
D_00248	D_00085	7.343	3786
D_00248	D_00052	22.712	11027
D_00248	D_00081	13.032	6964
D_00248	D_00195	21.083	18767
D_00248	D_00184	14.338	12563
D_00248	D_00297	16.286	7761
D_00248	D_00006	22.980	11083
D_00248	D_00101	21.051	14716
D_00248	D_00005	19.632	14212
D_00248	D_00057	27.163	12929
D_00248	D_00093	9.632	4869
D_00248	D_00145	34.661	28346
D_00248	D_00198	11.562	6542
D_00248	D_00288	16.491	6296
D_00248	D_00192	22.321	19418
D_00248	D_00017	22.410	15011
D_00248	D_00036	26.441	19350
D_00248	D_00204	15.306	7612
D_00248	D_00043	25.830	16997
D_00248	D_00252	0.804	256
D_00248	D_00122	22.324	14844
D_00248	D_00102	18.861	13453
D_00248	D_00181	18.177	10455
D_00248	D_00197	15.974	13262
D_00248	D_00126	16.416	12496
D_00248	D_00023	19.302	13985
D_00248	D_00146	35.151	30898
D_00248	D_00008	22.548	11189
D_00248	D_00164	34.821	30179
D_00248	D_00285	11.321	4486
D_00248	D_00134	19.579	13984
D_00248	D_00080	5.036	2321
D_00248	D_00207	14.003	7580
D_00248	D_00219	10.557	5907
D_00248	D_00173	18.804	11438
D_00248	D_00109	20.022	13960
D_00248	D_00257	11.825	8658
D_00248	D_00132	14.169	11324
D_00248	D_00003	24.583	18716
D_00248	D_00185	16.687	14205
D_00248	D_00087	6.405	3250
D_00248	D_00140	31.378	29335
D_00248	D_00250	9.139	5293
D_00248	D_00203	10.558	6384
D_00248	D_00243	7.834	3434
D_00248	D_00034	24.827	16133
D_00248	D_00287	20.916	9615
D_00248	D_00098	18.457	13548
D_00248	D_00070	10.178	5013
D_00248	D_00274	10.263	6673
D_00248	D_00213	10.136	6133
D_00248	D_00254	8.452	4630
D_00248	D_00258	14.849	10544
D_00248	D_00298	12.924	5706
D_00248	D_00277	11.516	7304
D_00248	D_00025	21.029	15652
D_00248	D_00096	13.668	7314
D_00248	D_00073	7.212	3467
D_00248	D_00037	26.203	19463
D_00248	D_00124	18.307	12678
D_00248	D_00086	6.680	3265
D_00248	D_00273	13.539	9717
D_00248	D_00209	16.838	8100
D_00248	D_00289	14.642	6282
D_00248	D_00300	12.323	5124
D_00248	D_00224	14.277	7532
D_00248	D_00108	15.948	12771
D_00248	D_00228	20.506	9969
D_00248	D_00270	6.163	2375
D_00248	D_00115	17.541	13264
D_00248	D_00154	32.644	22506
D_00248	D_00089	7.868	4421
D_00248	D_00026	23.398	11614
D_00248	D_00272	4.636	2398
D_00248	D_00056	22.765	16484
D_00248	D_00029	24.013	18670
D_00248	D_00229	7.918	3577
D_00248	D_00233	2.013	813
D_00248	D_00071	15.528	8002
D_00248	D_00024	25.167	19166
D_00248	D_00220	15.799	7754
D_00248	D_00160	37.146	31763
D_00248	D_00068	13.219	7335
D_00248	D_00144	33.698	26257
D_00248	D_00035	23.969	18574
D_00248	D_00040	25.403	18741
D_00248	D_00011	23.834	16766
D_00248	D_00211	12.067	6699
D_00248	D_00222	9.200	5603
D_00248	D_00218	8.916	5153
D_00248	D_00247	6.923	2486
D_00248	D_00127	19.148	13539
D_00248	D_00033	24.085	18631
D_00248	D_00048	23.362	18395
D_00248	D_00175	22.356	19156
D_00248	D_00158	32.947	25457
D_00248	D_00066	10.283	5956
D_00248	D_00055	24.562	12341
D_00248	Depot	17.994	8393
D_00248	D_00223	12.428	6117
D_00248	D_00168	18.641	10687
D_00248	D_00049	18.024	8574
D_00129	D_00139	23.858	18681
D_00129	D_00117	5.746	2980
D_00129	D_00088	22.074	13199
D_00129	D_00214	13.332	10235
D_00129	D_00267	18.144	12933
D_00129	D_00269	22.355	18396
D_00129	D_00156	17.789	13988
D_00129	D_00264	23.992	19059
D_00129	D_00239	13.109	9287
D_00129	D_00235	22.342	16123
D_00129	D_00074	17.206	12519
D_00129	D_00226	14.251	10945
D_00129	D_00251	14.713	10155
D_00129	D_00059	18.082	11909
D_00129	D_00151	19.157	15117
D_00129	D_00012	18.095	8608
D_00129	D_00286	16.104	10619
D_00129	D_00266	24.792	19608
D_00129	D_00044	18.868	8820
D_00129	D_00019	17.651	8726
D_00129	D_00121	7.993	3452
D_00129	D_00094	24.418	17020
D_00129	D_00014	15.848	7353
D_00129	D_00112	6.661	2974
D_00129	D_00200	13.030	9480
D_00129	D_00268	21.960	18312
D_00129	D_00010	16.228	8401
D_00129	D_00128	10.672	3567
D_00129	D_00120	10.181	4511
D_00129	D_00099	3.427	1393
D_00129	D_00083	16.961	11334
D_00129	D_00013	17.536	8338
D_00129	D_00280	25.781	20084
D_00129	D_00201	9.776	4266
D_00129	D_00260	16.034	11788
D_00129	D_00180	28.732	19079
D_00129	D_00062	22.159	14165
D_00129	D_00032	20.433	12406
D_00129	D_00283	15.700	10417
D_00129	D_00143	25.646	20203
D_00129	D_00163	25.530	20601
D_00129	D_00271	22.582	18544
D_00129	D_00293	19.068	12407
D_00129	D_00183	29.964	19769
D_00129	D_00275	22.984	17146
D_00129	D_00082	20.654	15255
D_00129	D_00162	22.987	17740
D_00129	D_00259	28.065	21459
D_00129	D_00130	5.791	2455
D_00129	D_00031	21.767	10131
D_00129	D_00159	23.223	18386
D_00129	D_00106	12.015	5688
D_00129	D_00166	25.883	18789
D_00129	D_00135	12.431	5190
D_00129	D_00054	14.342	7954
D_00129	D_00015	19.338	8735
D_00129	D_00069	22.028	15626
D_00129	D_00238	11.432	8602
D_00129	D_00248	13.686	10916
D_00129	D_00187	26.709	18251
D_00129	D_00150	26.571	19404
D_00129	D_00009	13.762	7120
D_00129	D_00253	18.806	14178
D_00129	D_00018	12.986	6429
D_00129	D_00189	29.100	22827
D_00129	D_00217	15.881	11195
D_00129	D_00095	20.174	12486
D_00129	D_00103	1.660	371
D_00129	D_00047	18.717	11721
D_00129	D_00242	13.830	8088
D_00129	D_00169	30.213	26873
D_00129	D_00291	12.330	9030
D_00129	D_00255	19.672	13547
D_00129	D_00142	22.496	19140
D_00129	D_00161	25.676	20796
D_00129	D_00262	28.958	22070
D_00129	D_00202	10.629	4273
D_00129	D_00292	15.381	9904
D_00129	D_00215	14.838	10838
D_00129	D_00061	15.532	11804
D_00129	D_00279	23.482	15805
D_00129	D_00165	18.446	16347
D_00129	D_00299	17.206	11816
D_00129	D_00208	14.416	5685
D_00129	D_00241	16.074	9190
D_00129	D_00097	17.169	12631
D_00129	D_00072	16.811	11351
D_00129	D_00084	21.121	14978
D_00129	D_00114	5.571	2335
D_00129	D_00193	28.936	19074
D_00129	D_00149	23.086	18407
D_00129	D_00045	20.250	9649
D_00129	D_00261	19.601	14092
D_00129	D_00125	9.195	3791
D_00129	D_00147	21.163	17089
D_00129	D_00065	23.810	15076
D_00129	D_00205	17.060	11475
D_00129	D_00234	15.686	13036
D_00129	D_00077	20.917	15075
D_00129	D_00188	30.492	19813
D_00129	D_00296	18.708	12213
D_00129	D_00174	29.724	22611
D_00129	D_00028	12.181	6383
D_00129	D_00294	12.538	8993
D_00129	D_00152	20.123	16875
D_00129	D_00107	11.486	4442
D_00129	D_00100	11.281	4860
D_00129	D_00113	9.641	4013
D_00129	D_00078	17.130	11419
D_00129	D_00206	16.040	11305
D_00129	D_00256	18.009	13030
D_00129	D_00067	24.259	16966
D_00129	D_00176	30.440	20305
D_00129	D_00232	15.028	8652
D_00129	D_00075	25.538	15798
D_00129	D_00039	18.508	11823
D_00129	D_00138	17.728	17178
D_00129	D_00004	19.371	12002
D_00129	D_00020	21.149	12727
D_00129	D_00240	14.294	11032
D_00129	D_00171	28.787	15027
D_00129	D_00131	7.362	2217
D_00129	D_00050	19.778	9617
D_00129	D_00002	13.719	7030
D_00129	D_00090	23.149	14581
D_00129	D_00153	22.366	17598
D_00129	D_00007	20.791	12425
D_00129	D_00148	27.595	19700
D_00129	D_00155	26.672	22618
D_00129	D_00038	20.964	12755
D_00129	D_00111	7.887	2888
D_00129	D_00105	11.336	3864
D_00129	D_00016	14.823	7784
D_00129	D_00276	21.536	15297
D_00129	D_00046	20.124	9331
D_00129	D_00058	21.036	12767
D_00129	D_00196	27.522	21910
D_00129	D_00177	28.775	20341
D_00129	D_00001	17.884	11395
D_00129	D_00063	20.452	12772
D_00129	D_00157	26.086	19070
D_00129	D_00246	13.069	9928
D_00129	D_00116	11.986	4958
D_00129	D_00172	27.352	18322
D_00129	D_00118	4.969	2148
D_00129	D_00290	18.539	11102
D_00129	D_00053	19.264	9311
D_00129	D_00295	18.790	11435
D_00129	D_00022	20.936	10225
D_00129	D_00212	8.769	3822
D_00129	D_00249	12.941	9580
D_00129	D_00281	18.064	13104
D_00129	D_00227	14.198	12438
D_00129	D_00210	10.680	4792
D_00129	D_00244	13.286	8080
D_00129	D_00282	13.378	9530
D_00129	D_00141	21.507	17290
D_00129	D_00179	28.643	19386
D_00129	D_00136	25.674	20207
D_00129	D_00237	16.492	11190
D_00129	D_00091	22.254	14170
D_00129	D_00194	29.723	23115
D_00129	D_00092	15.456	11766
D_00129	D_00137	22.469	18896
D_00129	D_00199	5.796	3108
D_00129	D_00021	13.443	6978
D_00129	D_00076	20.891	14996
D_00129	D_00231	12.401	9231
D_00129	D_00119	8.455	4059
D_00129	D_00284	19.507	12955
D_00129	D_00278	27.832	21245
D_00129	D_00079	15.539	10661
D_00129	D_00027	17.391	11228
D_00129	D_00104	7.097	2957
D_00129	D_00170	29.438	22951
D_00129	D_00230	14.285	9987
D_00129	D_00123	9.745	3834
D_00129	D_00225	13.692	10369
D_00129	D_00221	13.417	9303
D_00129	D_00216	12.384	5075
D_00129	D_00178	28.704	24369
D_00129	D_00167	23.001	18349
D_00129	D_00051	18.295	8830
D_00129	D_00133	8.574	2727
D_00129	D_00030	20.668	9626
D_00129	D_00042	15.851	8105
D_00129	D_00060	24.050	15196
D_00129	D_00236	19.453	14786
D_00129	D_00110	8.278	2648
D_00129	D_00041	20.169	12362
D_00129	D_00064	16.299	12267
D_00129	D_00186	27.186	18080
D_00129	D_00265	22.054	15784
D_00129	D_00245	15.308	12775
D_00129	D_00182	29.002	20129
D_00129	D_00263	17.268	12912
D_00129	D_00190	29.550	15444
